City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kenora,CA,49.8167,-94.4337,46.78,100,100,4.0,overcast clouds
346,Fortuna,US,40.5982,-124.1573,73.92,68,20,1.99,few clouds
347,Boffa,GN,10.1667,-14.0333,74.5,94,98,4.41,light rain
348,Hope,US,33.6671,-93.5916,62.65,68,100,18.19,overcast clouds
349,Ouallam,NE,14.3188,2.0866,92.32,26,77,3.74,broken clouds
350,Hambantota,LK,6.1241,81.1185,78.69,83,92,4.34,overcast clouds
351,Shirokiy,RU,49.758,129.523,32.77,83,4,6.04,clear sky
352,Alice Springs,AU,-23.7,133.8833,72.95,21,54,12.66,broken clouds
353,Caravelas,BR,-17.7125,-39.2481,74.91,70,6,7.27,clear sky
354,Mackenzie,CA,55.2999,-123.1698,40.48,61,100,3.94,overcast clouds
355,Port Said,EG,31.2565,32.2841,76.01,80,96,19.01,overcast clouds
356,Najran,SA,17.4924,44.1277,64.9,25,2,1.79,clear sky
357,Svetlaya,RU,46.5389,138.3297,38.1,69,1,7.07,clear sky
358,Matara,LK,5.9485,80.5353,75.58,94,100,4.5,overcast clouds
359,Longyan,CN,25.1072,117.0225,62.01,96,50,1.34,scattered clouds
360,Broome,US,42.2506,-75.833,61.84,62,1,4.61,clear sky
361,Magadan,RU,59.5667,150.8,26.04,96,92,5.61,light snow
362,Valparaiso,CL,-33.0393,-71.6273,73.04,50,0,12.66,clear sky
363,Matagami,CA,49.7502,-77.6328,49.77,56,0,5.79,clear sky
364,Fandriana,MG,-20.2333,47.3833,53.91,93,100,4.72,overcast clouds
365,Ulaanbaatar,MN,47.9077,106.8832,26.73,80,0,11.18,clear sky
366,Dengzhou,CN,37.8086,120.7508,55.67,49,100,4.16,overcast clouds
367,Saryg-Sep,RU,51.5,95.6,31.46,82,78,1.77,broken clouds
368,Nikolayevka,RU,53.1257,47.2041,42.98,91,100,8.93,overcast clouds
369,Aklavik,CA,68.2191,-135.0107,27.32,94,68,5.01,broken clouds
370,Port Blair,IN,11.6667,92.75,80.71,80,51,9.35,broken clouds
371,Lisakovsk,KZ,52.5369,62.4936,36.81,67,100,15.79,overcast clouds
372,Wuwei,CN,37.9281,102.6414,42.01,42,3,2.73,clear sky
373,Tabou,CI,4.423,-7.3528,78.28,84,89,4.68,light rain
374,Tefe,BR,-3.3542,-64.7114,86.11,74,40,4.61,scattered clouds
375,Salekhard,RU,66.53,66.6019,21.38,95,100,13.6,light snow
376,Doka,SD,13.5167,35.7667,76.46,59,11,3.4,few clouds
377,Luwingu,ZM,-10.2621,29.9271,70.66,54,3,8.37,clear sky
378,Hofn,IS,64.2539,-15.2082,42.71,89,100,14.76,overcast clouds
379,Aswan,EG,24.0934,32.907,82.47,27,31,7.9,scattered clouds
380,Abu Zabad,SD,12.35,29.25,80.33,19,18,8.75,few clouds
381,Tondano,ID,1.3038,124.9112,69.89,91,84,0.78,light rain
382,Trinidad,BO,-14.8333,-64.9,77.67,86,87,9.48,overcast clouds
383,Pechenga,RU,69.5259,31.1703,29.26,95,100,16.22,light snow
384,Shirakawa,JP,37.1223,140.2376,43.77,73,11,4.09,few clouds
385,Necochea,AR,-38.5473,-58.7368,80.11,58,93,9.73,overcast clouds
386,Kashan,IR,33.9831,51.4364,58.03,32,25,2.28,scattered clouds
387,Prince Rupert,CA,54.3161,-130.3201,45.05,68,75,2.75,light rain
388,Saldanha,ZA,-33.0117,17.9442,59.25,92,5,12.53,clear sky
389,Springbok,ZA,-29.6643,17.8865,54.52,63,0,5.53,clear sky
390,Lodja,CD,-3.4833,23.4333,68.23,99,100,2.91,light rain
391,Aksarka,RU,66.5606,67.7975,23.63,97,100,7.0,snow
392,Huarmey,PE,-10.0681,-78.1522,68.67,75,55,10.56,broken clouds
393,Giyon,ET,8.5333,37.9833,56.77,41,90,11.52,overcast clouds
394,Umm Lajj,SA,25.0213,37.2685,81.68,52,0,4.03,clear sky
395,Otjimbingwe,NA,-22.35,16.1333,72.55,46,7,2.24,clear sky
396,High Level,CA,58.5169,-117.136,44.4,41,70,6.49,broken clouds
397,Port Shepstone,ZA,-30.7414,30.455,67.33,82,100,26.75,overcast clouds
398,Hendaye,FR,43.3717,-1.7738,69.24,49,0,14.97,clear sky
399,Wahiawa,US,21.5028,-158.0236,77.32,76,90,6.91,light rain
400,Scarborough,GB,54.2797,-0.4044,57.07,84,100,4.0,light rain
401,Baruun-Urt,MN,46.6806,113.2792,38.08,51,100,6.17,overcast clouds
402,Touros,BR,-5.1989,-35.4608,79.7,70,72,17.4,broken clouds
403,Griffith,US,41.5284,-87.4237,55.63,93,90,5.75,moderate rain
404,Pisco,PE,-13.7,-76.2167,68.05,73,0,21.85,clear sky
405,Deputatskiy,RU,69.3,139.9,4.46,98,100,1.77,overcast clouds
406,La Rioja,ES,42.25,-2.5,53.04,50,100,7.58,overcast clouds
407,Eyl,SO,7.9803,49.8164,76.51,70,47,9.75,scattered clouds
408,Amapa,BR,1.0,-52.0,86.34,45,100,1.61,overcast clouds
409,Korsakov,RU,46.6328,142.7813,40.84,83,75,16.02,broken clouds
410,Fougamou,GA,-1.2154,10.5838,73.54,98,97,1.25,overcast clouds
411,El Alto,PE,-4.2714,-81.2147,69.46,71,24,20.56,few clouds
412,Yokadouma,CM,3.5167,15.05,69.33,97,18,1.59,few clouds
413,Crewe,GB,53.0979,-2.4416,57.54,95,100,3.0,moderate rain
414,Atar,MR,20.5169,-13.0499,80.65,41,93,2.1,overcast clouds
415,Sibolga,ID,1.7427,98.7792,77.04,78,100,3.85,moderate rain
416,Oparino,RU,59.8518,48.2783,22.08,83,7,6.38,clear sky
417,Laguna,US,38.421,-121.4238,78.12,68,1,1.99,clear sky
418,San Jose,US,37.3394,-121.895,81.36,52,1,1.01,haze
419,Olot,ES,42.181,2.4901,55.35,90,2,4.94,clear sky
420,Shelburne,CA,44.0787,-80.2041,51.24,72,97,14.43,overcast clouds
421,Vavuniya,LK,8.7514,80.4971,73.53,99,100,1.74,overcast clouds
422,Abaete,BR,-19.16,-45.4458,81.41,42,33,5.28,scattered clouds
423,Coihaique,CL,-45.5752,-72.0662,62.55,42,75,11.5,broken clouds
424,Waw,SS,7.7029,27.9953,77.45,63,55,3.02,broken clouds
425,Bishopton,GB,55.9097,-4.5056,54.97,97,90,5.75,overcast clouds
426,Leh,IN,34.1667,77.5833,25.29,56,0,1.68,clear sky
427,Burnie,AU,-41.0667,145.9167,56.95,75,100,19.35,light rain
428,Clarence Town,AU,-32.5833,151.7833,76.62,46,100,2.71,overcast clouds
429,Port Pirie,AU,-33.1833,138.0167,57.29,80,73,13.67,broken clouds
430,Bassano,CA,50.7834,-112.4685,52.65,38,81,19.1,broken clouds
431,Calamar,CO,10.2511,-74.9146,87.75,83,100,8.75,overcast clouds
432,Sambava,MG,-14.2667,50.1667,74.86,82,69,6.24,broken clouds
433,Tyup,KG,42.7276,78.3648,40.01,62,87,5.57,overcast clouds
434,Blankenberge,BE,51.3131,3.1323,55.35,88,0,18.37,clear sky
435,Goderich,CA,43.7501,-81.7165,56.91,65,100,19.69,overcast clouds
436,Yatou,CN,37.15,122.3833,54.25,69,100,1.01,overcast clouds
437,Kushmurun,KZ,52.4503,64.6311,37.49,63,69,15.88,broken clouds
438,Tyler,US,32.3513,-95.3011,73.09,28,40,8.99,scattered clouds
439,Mayumba,GA,-3.432,10.6554,76.84,87,58,6.51,broken clouds
440,Severodvinsk,RU,64.5635,39.8302,23.11,74,100,12.33,overcast clouds
441,Hanyang,CN,32.1371,105.5126,53.38,94,100,4.34,light rain
442,Santa Cruz,BO,-17.8,-63.1667,90.57,40,44,14.43,scattered clouds
443,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,90,100,9.71,overcast clouds
444,Bay Roberts,CA,47.5999,-53.2648,40.33,88,100,15.01,overcast clouds
445,Oktyabrskiy,RU,54.4815,53.471,38.73,78,100,8.84,overcast clouds
446,Olinda,BR,-8.0089,-34.8553,82.13,65,40,11.5,scattered clouds
447,Hibbing,US,47.4272,-92.9377,46.0,93,90,5.75,moderate rain
448,Longjiang,CN,47.3303,123.1836,39.36,56,2,7.09,clear sky
449,Casablanca,MA,33.5928,-7.6192,64.62,79,7,4.34,clear sky
450,Viransehir,TR,37.2353,39.7631,66.72,40,100,4.14,light rain
451,Kaitangata,NZ,-46.2817,169.8464,58.68,72,57,5.21,broken clouds
452,Tuatapere,NZ,-46.1333,167.6833,59.32,74,69,4.9,broken clouds
453,Mount Gambier,AU,-37.8333,140.7667,48.49,70,100,13.33,overcast clouds
454,Port-Gentil,GA,-0.7193,8.7815,78.89,86,100,12.37,light rain
455,Pingliang,CN,35.5392,106.6861,49.03,55,100,3.33,overcast clouds
456,Keflavik,IS,64.0049,-22.5624,41.43,87,90,19.57,moderate rain
457,Lagos De Moreno,MX,21.35,-101.9167,79.79,18,100,5.59,overcast clouds
458,Verkhnevilyuysk,RU,63.4453,120.3167,20.62,83,100,12.33,overcast clouds
459,Ovalle,CL,-30.5983,-71.2003,81.21,35,75,6.46,broken clouds
460,Salalah,OM,17.0151,54.0924,78.89,78,75,2.3,broken clouds
461,Culebra,PR,18.303,-65.301,84.2,63,0,6.6,clear sky
462,Dunedin,NZ,-45.8742,170.5036,58.8,90,73,17.0,broken clouds
463,Chapais,CA,49.7834,-74.8492,45.93,49,0,5.06,clear sky
464,Suez,EG,29.9737,32.5263,74.17,35,64,2.66,broken clouds
465,Kirakira,SB,-10.4544,161.9205,84.38,75,29,7.9,scattered clouds
466,Khani,GE,41.9563,42.9566,44.17,93,82,0.69,broken clouds
467,Varca,IN,15.2167,73.9167,74.59,67,40,6.13,light rain
468,Lashio,MM,22.9333,97.75,62.62,99,30,1.41,scattered clouds
469,Pringsewu,ID,-5.3582,104.9744,72.34,95,100,0.87,overcast clouds
470,Lebedinyy,RU,58.5167,125.5167,12.13,87,100,7.54,overcast clouds
471,Ouro Branco,BR,-20.5208,-43.6919,66.36,83,70,6.53,broken clouds
472,Havre-Saint-Pierre,CA,50.2334,-63.5986,47.52,55,0,2.53,clear sky
473,Samarai,PG,-10.6167,150.6667,82.76,79,27,11.03,scattered clouds
474,College,US,64.8569,-147.8028,24.75,91,90,4.61,mist
475,Atbasar,KZ,51.8,68.3333,34.93,43,100,16.22,overcast clouds
476,Omboue,GA,-1.5746,9.2618,76.44,91,100,6.35,overcast clouds
477,Toro,CO,4.6117,-76.0814,83.08,78,43,4.94,scattered clouds
478,Pemba,MZ,-12.974,40.5178,77.61,65,75,17.45,broken clouds
479,Kollam,IN,8.8833,76.6,76.87,87,99,3.8,overcast clouds
480,Inta,RU,66.0317,60.1659,11.12,94,27,10.69,scattered clouds
481,Ust-Nera,RU,64.5667,143.2,18.57,96,100,5.14,light snow
482,Oranjemund,NA,-28.55,16.4333,59.79,82,0,5.93,clear sky
483,Muyezerskiy,RU,63.9333,31.65,38.5,98,100,12.44,light rain
484,Malmesbury,ZA,-33.4608,18.7271,61.75,96,2,4.52,clear sky
485,Vorotynets,RU,56.0603,45.8633,39.79,88,100,12.68,overcast clouds
486,Hamburg,DE,53.55,10.0,52.21,88,0,9.22,clear sky
487,Hailey,US,43.5196,-114.3153,57.06,51,40,9.22,scattered clouds
488,Batagay-Alyta,RU,67.8006,130.4114,5.07,86,100,3.18,light snow
489,Geraldton,AU,-28.7667,114.6,45.01,87,3,5.75,clear sky
490,Mapiripan,CO,2.8892,-72.1256,75.27,88,98,5.21,overcast clouds
491,Sobolevo,RU,54.4299,31.8996,43.65,92,97,1.95,overcast clouds
492,Belmonte,BR,-15.8631,-38.8828,77.5,84,6,11.41,clear sky
493,Pokosnoye,RU,55.5258,101.0536,23.59,55,17,2.15,few clouds
494,Leshukonskoye,RU,64.8989,45.7622,16.59,99,70,2.3,broken clouds
495,Chara,RU,56.9064,118.2631,19.4,82,87,5.53,overcast clouds
496,Hobyo,SO,5.3505,48.5268,79.77,77,4,6.98,clear sky
497,Jidong,CN,45.2167,131.0833,34.74,74,0,4.05,clear sky
498,Suba,PH,10.8438,121.0102,83.17,75,100,20.74,overcast clouds
499,Sabang,ID,5.8933,95.3214,82.42,77,83,11.63,moderate rain
500,Almaznyy,RU,48.0448,40.045,42.94,69,100,9.17,overcast clouds
501,Tchibanga,GA,-2.85,11.0333,71.8,98,45,2.37,scattered clouds
502,Tura,IN,25.5198,90.2201,66.4,90,0,3.8,clear sky
503,Banda Aceh,ID,5.5577,95.3222,79.43,85,88,6.53,overcast clouds
504,Kirando,TZ,-7.4167,30.6,81.45,56,99,4.83,overcast clouds
505,Laja,CL,-37.2667,-72.7,77.29,19,0,0.96,clear sky
506,Bage,BR,-31.3314,-54.1069,82.18,39,0,13.8,clear sky
507,Shiraz,IR,29.6036,52.5388,58.82,36,0,3.36,clear sky
508,Abapo,BO,-18.8333,-63.4667,92.46,23,73,7.87,broken clouds
509,Cap Malheureux,MU,-19.9842,57.6142,75.47,72,13,5.01,few clouds
510,Shache,CN,38.4167,77.2406,47.43,33,86,4.03,overcast clouds
511,Karratha,AU,-20.7377,116.8463,70.32,46,1,11.12,clear sky
512,Yantal,RU,56.8471,105.2542,21.47,71,25,3.13,scattered clouds
513,Constitucion,CL,-35.3333,-72.4167,64.98,59,10,17.0,clear sky
514,Matveyevka,RU,52.15,56.1833,38.35,67,100,11.45,light rain
515,Beyneu,KZ,45.3167,55.2,40.91,37,6,9.37,clear sky
516,Oktyabrskoye,RU,43.0645,44.7417,28.54,93,0,8.95,clear sky
517,Hirara,JP,24.8,125.2833,74.73,62,36,15.84,scattered clouds
518,Goure,NE,13.9835,10.2704,86.02,13,39,7.27,scattered clouds
519,Singaraja,ID,-8.112,115.0882,79.97,83,100,3.98,overcast clouds
520,Kichera,RU,55.9375,110.0997,16.34,76,11,4.68,few clouds
521,Weyburn,CA,49.6668,-103.8511,53.19,34,1,12.93,clear sky
522,Champerico,GT,14.3,-91.9167,86.34,75,15,8.32,few clouds
523,San Vicente,AR,-26.6167,-54.1333,73.99,67,78,2.42,broken clouds
524,Isangel,VU,-19.55,169.2667,78.62,79,35,10.0,scattered clouds
525,Dolores,AR,-36.3132,-57.6792,77.04,62,98,10.76,overcast clouds
526,Presidente Dutra,BR,-5.29,-44.49,85.55,50,36,5.68,scattered clouds
527,Zhezkazgan,KZ,47.8043,67.7144,35.22,34,14,6.13,few clouds
528,Gibara,CU,21.1097,-76.1317,88.92,62,100,1.23,overcast clouds
529,Navrongo,GH,10.8956,-1.0921,81.97,61,59,7.78,light rain
530,Porto Novo,BJ,6.4965,2.6036,78.37,81,11,3.44,few clouds
531,Katherine,AU,-14.4667,132.2667,82.72,74,40,4.61,scattered clouds
532,Torrijos,ES,39.9819,-4.2835,64.85,46,100,6.67,overcast clouds
533,Eden,US,36.4885,-79.7667,66.45,63,90,4.61,light rain
534,Ust-Ilimsk,RU,58.0006,102.6619,20.3,84,12,4.34,few clouds
535,Elizabeth City,US,36.2946,-76.2511,66.25,75,90,10.36,overcast clouds
536,Parati,BR,-23.2178,-44.7131,69.94,98,100,0.83,moderate rain
537,Kisangani,CD,0.5167,25.2,72.91,92,100,0.81,light rain
538,Lagoa Formosa,BR,-18.7786,-46.4075,76.57,50,87,5.39,overcast clouds
539,Nantucket,US,41.2835,-70.0995,52.14,80,100,22.84,overcast clouds
540,Katangli,RU,51.7102,143.2326,33.66,92,32,8.5,scattered clouds
541,West Wendover,US,40.7391,-114.0733,61.81,45,1,6.91,clear sky
542,Jacareacanga,BR,-6.2222,-57.7528,84.97,61,94,2.08,overcast clouds
543,Kaniama,CD,-7.5667,24.1833,67.48,90,69,3.47,broken clouds
544,Juneau,US,58.3019,-134.4197,42.85,89,100,6.91,light rain
545,Vestmannaeyjar,IS,63.4427,-20.2734,42.73,81,100,9.17,overcast clouds
546,Makakilo City,US,21.3469,-158.0858,79.12,76,90,6.91,overcast clouds
547,Rio Gallegos,AR,-51.6226,-69.2181,69.91,34,100,12.71,overcast clouds
548,Termiz,UZ,37.2242,67.2783,44.69,65,20,4.61,few clouds
549,Sioux Lookout,CA,50.1001,-91.917,46.78,95,100,3.98,overcast clouds
550,Marzuq,YE,14.4,46.4667,72.72,30,6,2.24,clear sky
551,Flin Flon,CA,54.7682,-101.865,47.46,63,5,9.82,clear sky
552,Mumford,GH,5.2618,-0.759,78.94,83,37,3.6,scattered clouds
553,Yar-Sale,RU,66.8333,70.8333,22.55,96,100,13.44,light snow
554,Tomatlan,MX,19.9333,-105.25,86.36,64,58,7.0,broken clouds
555,Galway,IE,53.2719,-9.0489,51.75,76,95,5.46,overcast clouds
556,Berlevag,NO,70.8578,29.0864,30.15,86,75,23.02,light shower snow
557,Cravo Norte,CO,6.3017,-70.2041,80.28,79,97,6.93,overcast clouds
558,Shanting,CN,35.0753,117.4578,53.78,53,47,2.62,light rain
559,Along,IN,28.1667,94.7667,58.91,73,0,1.81,clear sky
560,Cap-Aux-Meules,CA,47.3821,-61.8597,46.89,73,100,25.61,overcast clouds
561,Amberley,US,39.2048,-84.428,55.78,93,90,1.99,mist
562,Altay,CN,47.8667,88.1167,37.67,59,96,5.5,overcast clouds
563,Fomboni,KM,-12.28,43.7425,79.39,71,57,12.8,broken clouds
564,Ouesso,CG,1.6136,16.0517,71.22,96,30,2.1,scattered clouds
565,Jimo,CN,36.3897,120.4622,56.03,56,91,2.55,overcast clouds
566,Hovd,MN,48.0056,91.6419,34.32,54,35,4.16,scattered clouds
567,Qiongshan,CN,20.0058,110.3542,75.24,90,88,13.44,light rain
568,Pangkalanbuun,ID,-2.6833,111.6167,73.26,97,100,0.94,overcast clouds
569,Madang,PG,-5.2246,145.7966,77.2,91,97,2.26,overcast clouds
570,Biak,ID,-0.9131,122.8766,76.21,82,52,1.07,broken clouds
571,Port Lincoln,AU,-34.7333,135.8667,54.9,69,73,16.31,broken clouds
572,Balkhash,KZ,46.844,74.9804,42.13,70,0,1.9,clear sky
573,Namibe,AO,-15.1961,12.1522,66.9,70,19,7.54,few clouds
574,Kiama,AU,-34.6833,150.8667,78.28,47,90,7.0,overcast clouds
575,Moose Factory,CA,51.2585,-80.6094,50.13,65,8,5.82,clear sky
576,Kesova Gora,RU,57.5836,37.2922,36.37,94,90,4.43,overcast clouds
577,Sabha,LY,27.0377,14.4283,72.03,41,50,11.52,scattered clouds
578,Naukot,PK,24.8587,69.4024,77.54,28,0,5.35,clear sky
579,Inhambane,MZ,-23.865,35.3833,69.26,59,42,8.84,scattered clouds
580,Abong Mbang,CM,3.9833,13.1833,68.43,96,97,0.43,overcast clouds
581,Pekalongan,ID,-6.8886,109.6753,74.01,81,100,2.33,overcast clouds
582,Ponta Delgada,PT,37.7333,-25.6667,68.72,88,20,10.36,few clouds
583,Antigonish,CA,45.6169,-61.9986,47.14,77,100,5.01,overcast clouds
584,Oum Hadjer,TD,13.2954,19.6966,87.22,18,16,9.01,few clouds
585,Puertollano,ES,38.6871,-4.1073,60.19,58,100,5.91,overcast clouds
586,Kampot,KH,10.6167,104.1833,76.91,91,49,3.98,scattered clouds
587,Port Moresby,PG,-9.4431,147.1797,77.99,84,75,4.88,broken clouds
588,Hay River,CA,60.8156,-115.7999,41.07,61,24,7.56,few clouds
589,Nanakuli,US,21.3906,-158.1547,80.55,69,90,6.91,overcast clouds
590,San Lorenzo,PY,-25.3333,-57.5333,92.34,29,0,0.0,clear sky
591,Peniche,PT,39.3558,-9.3811,66.61,86,100,18.43,overcast clouds
592,Namie,JP,37.4833,141.0,47.55,62,20,7.07,few clouds
593,Kissing,DE,48.3037,10.9709,42.28,94,90,3.44,fog
594,Kavaratti,IN,10.5669,72.642,80.31,79,100,4.07,overcast clouds
595,Bubaque,GW,11.2833,-15.8333,81.18,77,45,12.12,light rain
596,Shar,KZ,49.5886,81.0453,36.43,89,8,5.86,clear sky
597,Bunia,CD,1.5667,30.25,65.1,79,84,2.24,broken clouds
598,Portland,US,45.5234,-122.6762,69.78,83,90,1.01,overcast clouds
599,Qasigiannguit,GL,68.8193,-51.1922,26.85,85,100,6.82,overcast clouds
600,Mpanda,TZ,-6.3655,31.0409,74.71,38,25,1.23,scattered clouds
601,Hami,CN,42.8,93.45,48.56,36,34,5.59,scattered clouds
602,Havoysund,NO,70.9963,24.6622,40.08,87,100,25.59,overcast clouds
603,Novopokrovka,UA,49.8425,36.5477,46.78,91,58,7.07,broken clouds
604,Heihe,CN,50.2441,127.4902,34.38,75,7,7.02,clear sky
605,Camabatela,AO,-8.1881,15.375,63.64,97,65,3.2,light rain
606,Bendigo,AU,-36.7667,144.2833,53.85,56,95,3.0,overcast clouds
607,Astoria,US,46.1879,-123.8313,64.02,94,90,4.0,light rain
608,Saint-Jean-Port-Joli,CA,47.2171,-70.2658,47.88,77,7,15.26,clear sky
609,Codrington,AU,-38.2667,141.9667,48.43,79,100,26.13,overcast clouds
610,Half Moon Bay,US,37.4636,-122.4286,80.15,53,1,9.22,clear sky
611,Gamba,GA,-2.65,10.0,76.23,89,98,5.86,overcast clouds
612,Kovernino,RU,57.1253,43.8142,30.79,78,56,9.19,broken clouds
613,Arona,ES,28.0996,-16.681,66.7,64,20,11.5,few clouds
614,Dauriya,RU,49.9333,116.8667,29.75,76,8,2.86,clear sky
615,Manamadurai,IN,9.7,78.4833,76.68,73,82,6.22,moderate rain
616,Rabaul,PG,-4.1967,152.1721,80.98,75,61,3.42,broken clouds
617,Riyadh,SA,24.6877,46.7219,78.94,16,99,7.05,overcast clouds
618,Bemidji,US,47.4736,-94.8803,55.69,84,1,8.05,clear sky
619,Okoneshnikovo,RU,54.8377,75.0834,37.0,45,100,16.98,overcast clouds
620,Pochutla,MX,15.7432,-96.4661,88.83,73,59,5.53,broken clouds
621,Rosetta,EG,31.4044,30.4164,78.62,78,34,11.43,scattered clouds
622,Novi Bilokorovychi,UA,51.1155,28.0546,51.42,84,100,3.83,overcast clouds
623,Meghri,AM,38.9029,46.2446,49.95,37,2,0.96,clear sky
624,Pitea,SE,65.3172,21.4794,37.49,100,100,3.29,overcast clouds
625,Telde,ES,27.9924,-15.4192,69.04,63,20,3.0,few clouds
626,Antri,IN,26.0567,78.2144,66.69,53,0,2.39,clear sky
627,Iisalmi,FI,63.5592,27.1907,44.62,98,100,7.7,overcast clouds
628,Atherton,GB,53.5237,-2.4935,57.9,93,100,4.0,moderate rain
629,Miesbach,DE,47.789,11.8338,43.32,73,6,4.47,clear sky
630,Oussouye,SN,12.485,-16.5469,78.01,80,66,5.7,broken clouds
631,Bar-Le-Duc,FR,48.75,5.1667,57.38,68,47,14.52,scattered clouds
632,Sorland,NO,67.667,12.6934,48.27,86,100,23.42,overcast clouds
633,Solnechnyy,RU,50.7214,136.6319,31.6,87,4,3.31,clear sky
634,Santa Maria,BR,-29.6842,-53.8069,74.62,59,3,6.31,clear sky
635,Port Hardy,CA,50.6996,-127.4199,47.8,86,100,3.96,overcast clouds
636,The Valley,AI,18.217,-63.0578,82.81,69,40,8.05,scattered clouds
637,Krasnoselkup,RU,65.7,82.4667,19.8,94,100,21.41,light snow
638,Monterey,US,36.2505,-121.2516,79.27,43,0,2.42,clear sky
639,Birao,CF,10.2849,22.7882,80.19,33,55,4.16,broken clouds
640,Roma,US,43.2128,-75.4557,57.94,64,1,8.05,clear sky
641,Bourges,FR,47.25,2.4167,54.99,75,0,7.47,clear sky
642,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,77,0,1.01,clear sky
643,Sibu,MY,2.3,111.8167,73.56,98,100,1.86,overcast clouds
644,Margate,GB,51.3813,1.3862,59.31,78,52,4.0,broken clouds
645,Uglovka,RU,58.2392,33.5108,40.6,88,100,6.67,light rain
646,Fort Nelson,CA,58.8053,-122.7002,41.16,47,100,4.74,overcast clouds
647,Thunder Bay,CA,48.4001,-89.3168,53.29,77,100,1.01,overcast clouds
648,Turek,PL,52.0155,18.5005,48.97,67,32,9.13,scattered clouds
649,Bagotville,AU,-28.9833,153.4167,74.64,91,100,6.02,overcast clouds
650,Koslan,RU,63.4564,48.8989,22.1,90,51,7.25,broken clouds
651,Copiapo,CL,-27.3667,-70.3333,60.49,27,0,8.08,clear sky
652,Korhogo,CI,9.45,-5.6333,79.21,67,86,4.65,overcast clouds
653,Jalu,LY,29.0331,21.5482,74.25,41,22,4.63,few clouds
654,Shimoda,JP,34.6667,138.95,58.14,62,0,16.82,clear sky
655,Boddam,GB,57.4667,-1.7833,52.12,93,100,15.59,overcast clouds
656,Mto Wa Mbu,TZ,-3.35,35.85,74.77,45,92,3.78,overcast clouds
657,Grand-Santi,GF,4.25,-54.3833,86.04,45,100,2.24,overcast clouds
658,Gull Lake,CA,50.1001,-108.4847,52.7,20,29,4.45,scattered clouds
659,Mindelo,CV,16.8901,-24.9804,76.55,73,40,28.77,scattered clouds
660,Tashtagol,RU,52.7657,87.8894,29.34,80,18,1.95,few clouds
661,Sao Domingos,BR,-13.3983,-46.3183,86.38,33,61,7.27,broken clouds
662,Nizhniy Tsasuchey,RU,50.5167,115.1333,33.93,77,12,7.61,few clouds
663,Helena,US,46.5927,-112.0361,61.25,51,75,4.0,broken clouds
664,Chernyshevskiy,RU,63.0128,112.4714,15.87,83,100,13.98,overcast clouds
665,Gorontalo,ID,0.5412,123.0595,75.0,95,49,3.02,scattered clouds
